2048 matches
['halomatch.py', 'Runs/', 'LCDM_vanilla', 'SymB_DM', '64', '.5', 'match_LCDM_vanilla_SymB_DM']
LCDM_vanilla	SymB_DM
2777	5883
2778	None
2779	None
2780	1887
2781	None
2782	5264
2783	3310
2784	None
2785	5835
2786	None
2787	4754
2788	None
2789	None
2790	4204
2791	None
2792	1545
2793	None
2794	None
2795	5746
2796	6942
2797	4890
2798	3070
2799	6086
2800	4841
2801	None
2802	1629
2803	None
2804	None
2805	6567
2806	7364
2807	7242
2808	6851
2809	7200
2810	None
2811	None
2812	None
2813	None
2814	5489
2815	None
2816	4602
2817	None
2818	None
2819	None
2820	6327
2821	4016
2822	7202
2823	None
2824	3845
2825	None
2826	None
2827	None
2828	None
2829	None
2830	4132
2831	6145
2832	4605
2833	None
2834	None
2835	2585
2836	None
2837	7598
2838	5621
2839	4197
2840	None
2841	6703
2842	4257
2843	None
2844	6996
2845	None
2846	None
2847	6955
2848	None
2849	None
2850	None
2851	5132
2852	None
2853	6063
2854	None
2855	None
2856	None
2857	6685
2858	None
2859	None
2860	None
2861	None
2862	None
2863	None
2864	4235
2865	4967
2866	None
2867	None
2868	None
2869	None
2870	None
2871	None
2872	None
2873	None
2874	None
2875	None
2876	None
2877	None
2878	None
2879	None
2880	None
2881	None
2882	None
2883	3441
2884	6029
2885	7809
2886	None
2887	None
2888	None
2889	None
2890	None
2891	1834
2892	5271
2893	7938
2894	None
2895	6806
2896	5082
2897	None
2898	None
2899	3055
2900	4776
2901	None
2902	None
2903	None
2904	None
2905	None
2906	None
2907	None
2908	None
2909	5664
2910	7882
2911	6234
2912	None
2913	None
2914	4425
2915	None
2916	None
2917	6886
2918	None
2919	None
2920	7575
2921	None
2922	None
2923	1828
2924	None
2925	None
2926	7546
2927	None
2928	6742
2929	4620
2930	None
2931	None
2932	7569
2933	None
2934	None
2935	None
2936	None
2937	None
2938	None
2939	None
2940	None
2941	3619
2942	None
2943	7252
2944	4250
2945	4709
2946	None
2947	7006
2948	5851
2949	None
2950	None
2951	None
2952	None
2953	None
2954	4304
2955	None
2956	None
2957	None
2958	None
2959	5947
2960	7295
2961	None
2962	4841
2963	None
2964	None
2965	None
2966	4072
2967	None
2968	None
2969	5611
2970	5757
2971	None
2972	4664
2973	None
2974	None
2975	None
2976	None
2977	None
2978	None
2979	7071
2980	None
2981	5715
2982	None
2983	5535
2984	7273
2985	6382
2986	7575
2987	None
2988	7382
2989	None
2990	None
2991	1514
2992	4338
2993	None
2994	None
2995	None
2996	None
2997	None
2998	None
2999	None
3000	None
3001	None
3002	4070
3003	None
3004	None
3005	None
3006	4601
3007	None
3008	None
3009	None
3010	6232
3011	None
3012	5815
3013	None
3014	6372
3015	3037
3016	5496
3017	None
3018	None
3019	2912
3020	None
3021	6849
3022	None
3023	None
3024	4942
3025	None
3026	None
3027	None
3028	4346
3029	None
3030	None
3031	4639
3032	None
3033	4434
3034	None
3035	None
3036	None
3037	None
3038	None
3039	None
3040	None
3041	6129
3042	None
3043	None
3044	None
3045	5521
3046	None
3047	None
3048	None
3049	None
3050	None
3051	6057
3052	None
3053	None
3054	5662
3055	None
3056	None
3057	4556
3058	5477
3059	None
3060	7211
3061	3965
3062	None
3063	6896
3064	None
3065	None
3066	None
3067	6522
3068	None
3069	6108
3070	5685
3071	None
3072	None
3073	None
3074	None
3075	None
3076	None
3077	4676
3078	7382
3079	None
3080	None
3081	1508
3082	None
3083	3097
3084	None
3085	8444
3086	None
3087	None
3088	None
3089	6618
3090	None
3091	None
3092	None
3093	None
3094	7338
3095	None
3096	None
3097	None
3098	7026
3099	5951
3100	None
3101	None
3102	3911
3103	None
3104	6714
3105	None
3106	None
3107	None
3108	5266
3109	6211
3110	None
3111	None
3112	None
3113	None
3114	None
3115	3709
3116	None
3117	None
3118	4951
3119	None
3120	7757
3121	None
3122	4723
3123	None
3124	3885
3125	None
3126	None
3127	5633
3128	8280
3129	None
3130	None
3131	1618
3132	None
3133	7234
3134	4563
3135	None
3136	None
3137	4797
3138	None
3139	None
3140	4707
3141	None
3142	None
3143	7764
3144	2202
3145	None
3146	None
3147	4320
3148	None
3149	1918
3150	4230
3151	4961
3152	None
3153	None
3154	None
3155	None
3156	4103
3157	None
3158	None
3159	8192
3160	None
3161	None
3162	None
3163	None
3164	None
3165	None
3166	5992
3167	None
3168	6593
3169	None
3170	4882
3171	5589
3172	None
3173	4348
3174	None
3175	None
3176	None
3177	None
3178	1600
3179	9110
3180	2681
3181	None
3182	None
3183	None
3184	None
3185	None
3186	5561
3187	None
3188	2531
3189	None
3190	None
3191	None
3192	None
3193	4341
3194	7752
3195	None
3196	None
3197	None
3198	6393
3199	7640
3200	None
3201	7842
3202	None
3203	2023
3204	None
3205	None
3206	None
3207	5577
3208	None
3209	None
3210	None
3211	None
3212	None
3213	None
3214	None
3215	None
3216	4290
3217	3710
3218	None
3219	None
3220	6916
3221	7145
3222	5799
3223	8278
3224	None
3225	None
3226	None
3227	None
3228	None
3229	None
3230	4787
3231	5945
3232	7566
3233	None
3234	5078
3235	None
3236	None
3237	None
3238	4391
3239	None
3240	4145
3241	5010
3242	8273
3243	None
3244	5153
3245	None
3246	None
3247	6771
3248	None
3249	None
3250	None
3251	None
3252	4668
3253	None
3254	None
3255	3420
3256	6965
3257	None
3258	4782
3259	None
3260	None
3261	6119
3262	2621
3263	None
3264	2050
3265	6522
3266	None
3267	None
3268	9471
3269	2939
3270	5137
3271	None
3272	None
3273	None
3274	1738
3275	None
3276	5678
3277	3243
3278	4359
3279	None
3280	None
3281	None
3282	4974
3283	None
3284	6033
3285	None
3286	None
3287	4613
3288	None
3289	5741
3290	None
3291	None
3292	4357
3293	None
3294	None
3295	1878
3296	None
3297	None
3298	None
3299	None
3300	None
3301	None
3302	2921
3303	None
3304	None
3305	None
3306	None
3307	7087
3308	None
3309	None
3310	8378
3311	None
3312	None
3313	None
3314	None
3315	1719
3316	None
3317	None
3318	None
3319	None
3320	4817
3321	7607
3322	5389
3323	None
3324	4049
3325	None
3326	4404
3327	6901
3328	None
3329	None
3330	None
3331	None
3332	6824
3333	None
3334	4354
3335	None
3336	7924
3337	7930
3338	4707
3339	None
3340	4777
3341	5991
3342	5667
3343	None
3344	None
3345	None
3346	None
3347	7690
3348	None
3349	None
3350	None
3351	None
3352	None
3353	None
3354	6904
3355	None
3356	None
3357	7618
3358	None
3359	None
3360	7487
3361	None
3362	None
3363	None
3364	None
3365	6510
3366	None
3367	8260
3368	1698
3369	4739
3370	None
3371	6924
3372	4613
3373	5714
3374	None
3375	None
3376	None
3377	8846
3378	None
3379	5292
3380	None
3381	3439
3382	None
3383	None
3384	None
3385	None
3386	6447
3387	None
3388	7641
3389	None
3390	None
3391	9084
3392	None
3393	None
3394	None
3395	None
3396	None
3397	None
3398	None
3399	None
3400	6015
3401	3990
3402	None
3403	4752
3404	None
3405	6702
3406	None
3407	None
3408	None
3409	None
3410	7107
3411	3492
3412	None
3413	9114
3414	None
3415	None
3416	None
3417	None
3418	9660
3419	None
3420	7236
3421	None
3422	None
3423	None
3424	None
3425	9149
3426	4994
3427	None
3428	None
3429	None
3430	None
3431	4703
3432	None
3433	None
3434	3820
3435	None
3436	None
3437	None
3438	None
3439	4264
3440	6516
3441	8440
3442	None
3443	None
3444	None
3445	4690
3446	None
3447	4800
3448	None
3449	8720
3450	None
3451	None
3452	None
3453	8275
3454	None
3455	None
3456	None
3457	3604
3458	None
3459	6581
3460	None
3461	4762
3462	5771
3463	9259
3464	None
3465	5646
3466	None
3467	None
3468	None
3469	2140
3470	None
3471	None
3472	None
3473	None
3474	None
3475	9452
3476	None
3477	7252
3478	5146
3479	None
3480	None
3481	1709
3482	3604
3483	None
3484	None
3485	None
3486	None
3487	1884
3488	None
3489	2043
3490	None
3491	6273
3492	6860
3493	None
3494	None
3495	None
3496	None
3497	None
3498	None
3499	None
3500	6102
3501	None
3502	None
3503	None
3504	None
3505	None
3506	None
3507	6237
3508	None
3509	None
3510	None
3511	5605
3512	None
3513	5130
3514	5098
3515	6737
3516	None
3517	None
3518	None
3519	None
3520	5775
3521	None
3522	None
3523	9403
3524	None
3525	9007
3526	4831
3527	None
3528	None
3529	6092
3530	None
3531	None
3532	4115
3533	None
3534	None
3535	None
3536	7241
3537	None
3538	9579
3539	None
3540	None
3541	None
3542	2348
3543	4529
3544	None
3545	8186
3546	5691
3547	4035
3548	None
3549	6410
3550	5145
3551	6419
3552	None
3553	5794
3554	None
3555	None
3556	None
3557	5860
3558	5181
3559	None
3560	None
3561	None
3562	None
3563	5880
3564	None
3565	6727
3566	6479
3567	None
3568	2410
3569	None
3570	4449
3571	None
3572	4812
3573	None
3574	9291
3575	7392
3576	6819
3577	5471
3578	6955
3579	None
3580	None
3581	5202
3582	None
3583	None
3584	None
3585	None
3586	None
3587	4260
3588	4948
3589	None
3590	9044
3591	None
3592	None
3593	5856
3594	None
3595	None
3596	9819
3597	5589
3598	None
3599	6501
3600	None
3601	None
3602	3853
3603	None
3604	None
3605	None
3606	3024
3607	8696
3608	None
3609	9875
3610	None
3611	None
3612	None
3613	4285
3614	None
3615	5610
3616	None
3617	None
3618	None
3619	5298
3620	5747
3621	7087
3622	None
3623	None
3624	None
3625	None
3626	None
3627	None
3628	None
3629	3909
3630	None
3631	None
3632	None
3633	9640
3634	None
3635	8964
3636	6657
3637	None
3638	None
3639	None
3640	None
3641	5184
3642	8173
3643	9270
3644	None
3645	None
3646	3999
3647	None
3648	None
3649	None
3650	None
3651	None
3652	None
3653	None
3654	8303
3655	None
3656	None
3657	None
3658	9576
3659	None
3660	None
3661	None
3662	None
3663	None
3664	None
3665	None
3666	None
3667	None
3668	None
3669	None
3670	2029
3671	2050
3672	8133
3673	None
3674	2078
3675	None
3676	None
3677	None
3678	8037
3679	8129
3680	None
3681	None
3682	None
3683	9556
3684	None
3685	7367
3686	None
3687	None
3688	None
3689	None
3690	None
3691	5295
3692	6558
3693	5589
3694	None
3695	3214
3696	None
3697	None
3698	5645
3699	None
3700	None
3701	None
3702	4101
3703	None
3704	None
3705	None
3706	None
3707	None
3708	None
3709	None
3710	None
3711	None
3712	None
3713	None
3714	None
3715	None
3716	None
3717	None
3718	None
3719	None
3720	None
3721	None
3722	None
3723	None
3724	None
3725	None
3726	4551
3727	3251
3728	None
3729	None
3730	None
3731	None
3732	None
3733	None
3734	7950
3735	None
3736	None
3737	None
3738	None
3739	None
3740	None
3741	None
3742	None
3743	None
3744	None
3745	None
3746	None
3747	None
3748	None
3749	6397
3750	None
3751	None
3752	4162
3753	None
3754	1901
3755	None
3756	None
3757	None
3758	None
3759	None
3760	None
3761	None
3762	None
3763	None
3764	None
3765	8687
3766	None
3767	8823
3768	None
3769	5312
3770	7951
3771	None
3772	None
3773	None
3774	None
3775	None
3776	None
3777	None
3778	None
3779	None
3780	7836
3781	None
3782	None
3783	None
3784	None
3785	None
3786	6873
3787	2895
3788	None
3789	None
3790	None
3791	2070
3792	None
3793	None
3794	None
3795	None
3796	None
3797	None
3798	None
3799	None
3800	None
3801	None
3802	None
3803	None
3804	2079
3805	5001
3806	5327
3807	None
3808	None
3809	None
3810	None
3811	None
3812	None
3813	None
3814	None
3815	None
3816	None
3817	None
3818	8992
3819	None
3820	None
3821	None
3822	8737
3823	None
3824	None
3825	None
3826	None
3827	None
3828	None
3829	3860
3830	None
3831	7168
3832	None
3833	None
3834	None
3835	None
3836	None
3837	None
3838	9022
3839	None
3840	None
3841	None
3842	None
3843	4309
3844	None
3845	None
3846	None
3847	None
3848	None
3849	2001
3850	None
3851	None
3852	4475
3853	None
3854	None
3855	None
3856	None
3857	None
3858	8341
3859	None
3860	None
3861	8637
3862	None
3863	7419
3864	None
3865	5599
3866	None
3867	None
3868	None
3869	4748
3870	6383
3871	4260
3872	None
3873	4079
3874	None
3875	None
3876	None
3877	6576
3878	None
3879	None
3880	None
3881	None
3882	2946
3883	None
3884	None
3885	None
3886	None
3887	None
3888	5290
3889	8218
3890	None
3891	2393
3892	None
3893	6164
3894	None
3895	5276
3896	None
3897	7638
3898	None
3899	None
3900	None
3901	2425
3902	None
3903	6093
3904	5153
3905	None
3906	None
3907	None
3908	None
3909	None
3910	None
3911	9723
3912	5462
3913	3732
3914	9599
3915	None
3916	None
3917	5740
3918	9352
3919	9610
3920	None
3921	None
3922	None
3923	None
3924	None
3925	None
3926	None
3927	None
3928	None
3929	5541
3930	None
3931	7365
3932	None
3933	3715
3934	None
3935	None
3936	6672
3937	None
3938	None
3939	3318
3940	None
3941	None
3942	None
3943	None
3944	3162
3945	6147
3946	None
3947	None
3948	None
3949	None
3950	None
3951	None
3952	5514
3953	None
3954	None
3955	7874
3956	None
3957	None
3958	6195
3959	None
3960	None
3961	None
3962	None
3963	None
3964	None
3965	None
3966	None
3967	None
3968	None
3969	None
3970	4486
3971	None
3972	None
3973	8274
3974	None
3975	None
3976	None
3977	None
3978	None
3979	None
3980	None
3981	None
3982	2984
3983	None
3984	None
3985	None
3986	None
3987	7783
3988	None
3989	None
3990	None
3991	6643
3992	None
3993	None
3994	None
3995	None
3996	None
3997	None
3998	None
3999	None
4000	None
4001	None
4002	3394
4003	None
4004	None
4005	None
4006	None
4007	None
4008	None
4009	None
4010	None
4011	5818
4012	None
4013	None
4014	None
4015	None
4016	None
4017	None
4018	None
4019	9891
4020	None
4021	None
4022	None
4023	2456
4024	None
4025	None
4026	2943
4027	None
4028	None
4029	None
4030	3129
4031	None
4032	None
4033	None
4034	None
4035	5589
4036	None
4037	None
4038	None
4039	None
4040	None
4041	None
4042	None
4043	None
4044	None
4045	None
4046	None
4047	None
4048	None
4049	None
4050	None
4051	None
4052	None
4053	None
4054	None
4055	None
4056	None
4057	None
4058	None
4059	None
4060	None
4061	None
4062	None
4063	None
4064	None
4065	None
4066	None
4067	None
4068	None
4069	None
4070	None
4071	None
4072	None
4073	None
4074	None
4075	None
4076	None
4077	2035
4078	None
4079	None
4080	None
4081	None
4082	None
4083	None
4084	None
4085	None
4086	7486
4087	None
4088	None
4089	None
4090	None
4091	None
4092	None
4093	None
4094	None
4095	None
4096	None
4097	None
4098	None
4099	None
4100	None
4101	None
4102	None
4103	None
4104	6726
4105	None
4106	None
4107	None
4108	None
4109	None
4110	None
4111	None
4112	None
4113	None
4114	2077
4115	None
4116	None
4117	None
4118	None
4119	None
4120	None
4121	None
4122	None
4123	None
4124	None
4125	None
4126	None
4127	None
4128	None
4129	None
4130	None
4131	None
4132	None
4133	4711
4134	None
4135	None
4136	None
4137	None
4138	None
4139	None
4140	None
4141	2845
4142	None
4143	None
4144	None
4145	None
4146	None
4147	None
4148	None
4149	None
4150	None
4151	2382
4152	None
4153	None
4154	None
4155	None
4156	None
4157	None
4158	2582
4159	None
4160	None
4161	None
4162	None
4163	None
4164	None
4165	None
4166	None
4167	None
4168	None
4169	None
4170	None
4171	None
4172	None
4173	None
4174	None
4175	None
4176	3208
4177	None
4178	None
4179	None
4180	None
4181	None
4182	None
4183	None
4184	None
4185	None
4186	None
4187	None
4188	None
4189	3359
4190	None
4191	None
4192	3764
4193	None
4194	None
4195	None
4196	None
4197	None
4198	None
4199	None
4200	None
4201	None
4202	None
4203	None
4204	4334
4205	3388
4206	None
4207	None
4208	None
4209	None
4210	None
4211	None
4212	None
4213	5182
4214	None
4215	None
4216	None
4217	None
4218	None
4219	None
4220	None
4221	None
4222	None
4223	None
4224	None
4225	None
4226	None
4227	None
4228	None
4229	None
4230	2803
4231	None
4232	None
4233	None
4234	None
4235	None
4236	None
4237	None
4238	4641
4239	None
4240	None
4241	None
4242	None
4243	None
4244	None
4245	None
4246	None
4247	None
4248	None
4249	None
4250	None
4251	None
4252	None
4253	None
4254	None
4255	None
4256	3985
4257	None
4258	None
4259	None
4260	None
4261	None
4262	None
4263	None
4264	None
4265	None
4266	None
4267	None
4268	None
4269	2938
4270	None
4271	None
4272	None
4273	None
4274	None
4275	None
4276	3246
4277	None
4278	None
4279	None
4280	None
4281	None
4282	None
4283	None
4284	None
4285	None
4286	None
4287	None
4288	None
4289	None
4290	None
4291	None
4292	None
4293	None
4294	2777
4295	None
4296	None
4297	None
4298	2410
4299	None
4300	None
4301	None
4302	None
4303	None
4304	None
4305	4465
4306	None
4307	None
4308	None
4309	None
4310	2984
4311	None
4312	None
4313	None
4314	None
4315	None
4316	None
4317	None
4318	None
4319	None
4320	3348
4321	None
4322	None
4323	None
4324	None
4325	None
4326	None
4327	None
4328	None
4329	None
4330	None
4331	3180
4332	None
4333	None
4334	None
4335	None
4336	7741
4337	None
4338	4195
4339	4468
4340	None
4341	None
4342	None
4343	None
4344	None
4345	None
4346	None
4347	None
4348	None
4349	None
4350	4751
4351	None
4352	None
4353	None
4354	None
4355	None
4356	None
4357	None
4358	None
4359	None
4360	None
4361	None
4362	None
4363	3787
4364	2555
4365	3822
4366	None
4367	None
4368	None
4369	8004
4370	None
4371	None
4372	None
4373	3505
4374	None
4375	None
4376	None
4377	None
4378	None
4379	None
4380	None
4381	None
4382	None
4383	None
4384	2458
4385	None
4386	None
4387	None
4388	None
4389	None
4390	None
4391	None
4392	None
4393	None
4394	None
4395	None
4396	None
4397	None
4398	None
4399	None
4400	8680
4401	None
4402	None
4403	None
4404	None
4405	None
4406	None
4407	None
4408	None
4409	None
4410	None
4411	None
4412	None
4413	None
4414	None
4415	3622
4416	4097
4417	None
4418	None
4419	4514
4420	None
4421	None
4422	None
4423	None
4424	None
4425	None
4426	None
4427	None
4428	None
4429	None
4430	None
4431	None
4432	None
4433	None
4434	None
4435	4358
4436	None
4437	None
4438	None
4439	None
4440	None
4441	None
4442	None
4443	None
4444	None
4445	None
4446	None
4447	None
4448	2621
4449	None
4450	None
4451	None
4452	None
4453	None
4454	None
4455	6344
4456	None
4457	None
4458	None
4459	None
4460	None
4461	None
4462	None
4463	None
4464	None
4465	None
4466	None
4467	None
4468	None
4469	None
4470	None
4471	None
4472	None
4473	None
4474	2278
4475	None
4476	None
4477	None
4478	None
4479	None
4480	None
4481	None
4482	None
4483	None
4484	None
4485	None
4486	None
4487	None
4488	None
4489	None
4490	None
4491	None
4492	None
4493	None
4494	None
4495	None
4496	None
4497	2921
4498	None
4499	None
4500	None
4501	None
4502	None
4503	2912
4504	None
4505	None
4506	None
4507	None
4508	None
4509	None
4510	None
4511	None
4512	None
4513	None
4514	None
4515	None
4516	None
4517	None
4518	None
4519	None
4520	None
4521	None
4522	None
4523	None
4524	None
4525	None
4526	None
4527	None
4528	None
4529	None
4530	None
4531	None
4532	3005
4533	None
4534	None
4535	None
4536	None
4537	None
4538	None
4539	None
4540	None
4541	None
4542	None
4543	None
4544	3683
4545	None
4546	None
4547	None
4548	None
4549	None
4550	None
4551	None
4552	None
4553	None
4554	None
4555	None
4556	None
4557	None
4558	None
4559	None
4560	None
4561	None
4562	8271
4563	3801
4564	2361
4565	None
4566	None
4567	None
4568	None
4569	3907
4570	None
4571	None
4572	5719
4573	None
4574	None
4575	None
4576	None
4577	None
4578	None
4579	None
4580	None
4581	None
4582	None
4583	None
4584	None
4585	None
4586	None
4587	None
4588	None
4589	None
4590	None
4591	None
4592	None
4593	None
4594	None
4595	None
4596	None
4597	5840
4598	None
4599	None
4600	None
4601	None
4602	None
4603	None
4604	None
4605	None
4606	None
4607	3158
4608	None
4609	None
4610	None
4611	None
4612	None
4613	None
4614	None
4615	None
4616	3263
4617	None
4618	None
4619	None
4620	None
4621	None
4622	None
4623	None
4624	None
4625	None
4626	None
4627	None
4628	5796
4629	None
4630	None
4631	None
4632	None
4633	None
4634	5449
4635	None
4636	None
4637	None
4638	6253
4639	None
4640	None
4641	None
4642	None
4643	None
4644	None
4645	None
4646	None
4647	None
4648	None
4649	None
4650	None
4651	4794
4652	None
4653	None
4654	None
4655	None
4656	None
4657	None
4658	None
4659	None
4660	None
4661	None
4662	None
4663	2669
4664	2545
4665	None
4666	None
4667	None
4668	3980
4669	None
4670	None
4671	None
4672	None
4673	None
4674	None
4675	None
4676	None
4677	5939
4678	None
4679	None
4680	None
4681	2594
4682	None
4683	None
4684	2545
4685	None
4686	None
4687	None
4688	None
4689	None
4690	None
4691	None
4692	None
4693	None
4694	None
4695	None
4696	None
4697	None
4698	None
4699	3760
4700	None
4701	None
4702	None
4703	None
4704	None
4705	None
4706	None
4707	None
4708	None
4709	None
4710	None
4711	None
4712	None
4713	None
4714	None
4715	None
4716	3631
4717	None
4718	None
4719	None
4720	None
4721	None
4722	None
4723	None
4724	None
4725	None
4726	None
4727	None
4728	None
4729	3392
4730	None
4731	None
4732	None
4733	None
4734	None
4735	None
4736	None
4737	None
4738	None
4739	4599
4740	None
4741	None
4742	None
4743	4652
4744	None
4745	None
4746	None
4747	None
4748	2555
4749	None
4750	None
4751	3604
4752	3211
4753	None
4754	None
4755	None
4756	None
4757	None
4758	None
4759	None
4760	None
4761	None
4762	None
4763	None
4764	None
4765	None
4766	2912
4767	None
4768	2621
4769	None
4770	None
4771	None
4772	None
4773	None
4774	3388
4775	None
4776	3787
4777	None
4778	None
4779	None
4780	None
4781	None
4782	None
4783	None
4784	None
4785	None
4786	None
4787	None
4788	5511
4789	None
4790	None
4791	None
4792	None
4793	2820
4794	None
4795	None
4796	None
4797	None
4798	None
4799	None
4800	None
4801	None
4802	None
4803	None
4804	None
4805	None
4806	None
4807	None
4808	None
4809	4035
4810	None
4811	None
4812	None
4813	None
4814	None
4815	None
4816	4784
4817	None
4818	None
4819	None
4820	4466
4821	None
4822	None
4823	None
4824	2713
4825	None
4826	None
4827	None
4828	None
4829	4969
4830	None
4831	4505
4832	None
4833	None
4834	None
4835	None
4836	None
4837	None
4838	None
4839	None
4840	None
4841	None
4842	None
4843	None
4844	None
4845	None
4846	4151
4847	None
4848	None
4849	None
4850	None
4851	None
4852	None
4853	None
4854	None
4855	None
4856	None
4857	None
4858	4572
4859	None
4860	None
4861	None
4862	None
4863	None
4864	None
4865	None
4866	None
4867	None
4868	None
4869	2938
4870	None
4871	None
4872	None
4873	None
4874	None
4875	None
4876	None
4877	5464
4878	None
4879	None
4880	None
4881	None
4882	None
4883	None
4884	None
4885	None
4886	None
4887	None
4888	None
4889	4215
4890	None
4891	4567
4892	3467
4893	None
4894	None
4895	None
4896	None
4897	None
4898	None
4899	None
4900	5879
4901	None
4902	None
4903	4258
4904	None
4905	None
4906	None
4907	3787
4908	None
4909	None
4910	None
4911	3096
4912	4913
4913	None
4914	None
4915	3425
4916	None
4917	None
4918	None
4919	None
4920	None
4921	None
4922	None
4923	None
4924	None
4925	None
4926	None
4927	5591
4928	None
4929	None
4930	None
4931	None
4932	None
4933	3919
4934	None
4935	5357
4936	2982
4937	None
4938	None
4939	None
4940	None
4941	None
4942	None
4943	None
4944	None
4945	3511
4946	5356
4947	None
4948	None
4949	None
4950	None
4951	None
4952	None
4953	5276
4954	3267
4955	None
4956	None
4957	6478
4958	5722
4959	None
4960	2918
4961	3727
4962	None
4963	5598
4964	4641
4965	3495
4966	None
4967	None
4968	None
4969	None
4970	None
4971	None
4972	3318
4973	3072
4974	2939
4975	4224
4976	None
4977	None
4978	None
4979	4780
4980	4061
4981	7836
4982	None
4983	None
4984	None
4985	5502
4986	5968
4987	4381
4988	None
4989	6315
4990	2994
4991	5757
4992	None
4993	None
4994	5975
4995	None
4996	None
4997	None
4998	3787
4999	None
5000	None
5001	3243
5002	None
5003	3631
5004	4913
5005	4751
5006	3348
5007	4584
5008	None
5009	None
5010	6462
5011	None
5012	None
5013	None
5014	None
5015	None
5016	None
5017	4905
5018	5208
5019	None
5020	4744
5021	6335
5022	None
5023	4065
5024	5491
5025	3129
5026	None
5027	None
5028	None
5029	None
5030	6208
5031	None
5032	4516
5033	None
5034	None
5035	5364
5036	None
5037	4812
5038	3475
5039	None
5040	5301
5041	5394
5042	None
5043	4030
5044	None
5045	None
5046	5896
5047	None
5048	5608
5049	5061
5050	None
5051	3214
5052	None
5053	5508
5054	3831
5055	None
5056	None
5057	4195
5058	4508
5059	None
5060	5049
5061	None
5062	None
5063	3359
5064	5410
5065	3467
5066	None
5067	3299
5068	3208
5069	4717
5070	5357
5071	5799
5072	None
5073	4905
5074	None
5075	None
5076	5902
5077	3393
5078	4529
5079	9949
5080	3263
5081	None
5082	None
5083	None
5084	3331
5085	4599
5086	None
5087	None
5088	4271
5089	3241
5090	4610
5091	5606
5092	None
5093	6105
5094	3992
5095	None
5096	4780
5097	None
5098	5361
5099	None
5100	9151
5101	None
5102	3992
5103	3748
5104	None
5105	6642
5106	4224
5107	4192
5108	5454
5109	None
5110	5662
5111	9050
5112	None
5113	4784
5114	None
5115	5073
5116	6267
5117	7014
5118	5819
5119	5932
5120	5124
5121	None
5122	None
5123	4021
5124	6706
5125	4744
5126	4880
5127	4939
5128	None
5129	4271
5130	6340
5131	None
5132	5613
5133	5118
5134	7552
5135	None
5136	4311
5137	9575
5138	None
5139	6023
5140	6954
5141	6010
5142	None
5143	None
5144	4741
5145	None
5146	6943
5147	3961
5148	6256
5149	None
5150	5909
5151	None
5152	None
5153	None
5154	4084
5155	None
5156	4001
5157	None
5158	6724
5159	5952
5160	None
5161	3580
5162	None
5163	None
5164	4001
5165	None
5166	None
5167	None
5168	None
5169	None
5170	6130
5171	7061
5172	None
5173	5462
5174	None
5175	4374
5176	4506
5177	None
5178	None
5179	None
5180	None
5181	7374
5182	5731
5183	7029
5184	None
5185	5710
5186	4634
5187	None
5188	5454
5189	4715
5190	6944
5191	6157
5192	None
5193	None
5194	7662
5195	4748
5196	None
5197	7700
5198	5555
5199	5124
5200	6426
5201	None
5202	3998
5203	None
5204	None
5205	7519
5206	5321
5207	None
5208	4090
5209	5036
5210	4047
5211	4489
5212	3973
5213	4619
5214	5441
5215	None
5216	3864
5217	4222
5218	5998
5219	None
5220	6100
5221	4046
5222	None
5223	7473
5224	9837
5225	4486
5226	None
5227	4339
5228	None
5229	6770
5230	None
5231	None
5232	None
5233	3758
5234	None
5235	None
5236	None
5237	5524
5238	4219
5239	7450
5240	None
5241	4934
5242	4174
5243	5357
5244	None
5245	None
5246	3952
5247	5188
5248	None
5249	7073
5250	6702
5251	7083
5252	None
5253	5492
5254	None
5255	None
5256	None
5257	4886
5258	3828
5259	None
5260	6102
5261	None
5262	5821
5263	6822
5264	3961
5265	5092
5266	7153
5267	None
5268	5687
5269	None
5270	None
5271	7406
5272	5236
5273	3961
5274	None
5275	6989
5276	None
5277	4535
5278	6645
5279	5019
5280	7028
5281	None
5282	None
5283	None
5284	None
5285	4215
5286	5271
5287	5990
5288	None
5289	4198
5290	None
5291	6263
5292	None
5293	None
5294	None
5295	5018
5296	None
5297	None
5298	5932
5299	6931
5300	None
5301	None
5302	7840
5303	6680
5304	None
5305	None
5306	4162
5307	None
5308	None
5309	6360
5310	None
5311	6979
5312	5460
5313	4030
5314	None
5315	5275
5316	4126
5317	None
5318	None
5319	6942
5320	None
5321	None
5322	None
5323	None
5324	None
5325	None
5326	5122
5327	8252
5328	6019
5329	7702
5330	None
5331	None
5332	8306
5333	None
5334	4848
5335	None
5336	None
5337	None
5338	8378
5339	4252
5340	6765
5341	4178
5342	4832
5343	4608
5344	None
5345	None
5346	7680
5347	7765
5348	7856
5349	6993
5350	None
5351	5435
5352	None
5353	6760
5354	None
5355	6109
5356	None
5357	None
5358	7245
5359	9770
5360	None
5361	7471
5362	4846
5363	None
5364	None
5365	None
5366	None
5367	5935
5368	None
5369	5464
5370	5301
5371	7783
5372	None
5373	None
5374	None
5375	None
5376	None
5377	6415
5378	6420
5379	5587
5380	6289
5381	None
5382	4947
5383	8506
5384	None
5385	None
5386	8403
5387	None
5388	7488
5389	7299
5390	None
5391	None
5392	None
5393	None
5394	None
5395	4518
5396	6564
5397	None
5398	8358
5399	5306
5400	6179
5401	None
5402	None
5403	None
